year,scheme,title
2023,PKMK,MENTALOVE: APLIKASI PRODUK JASA LAYANAN PENINGKATAN REGULASI DIRI PADA GENERASI MUDA.
2023,PKMK,NYELUP TEA: Inovasi Teh Celup Edibel dengan Kandungan Sari Pati Jagung Guna Mendukung Zero Waste
2023,PKMK,Sereal Sehat Golden Milk Berhadiah Scan Card Game Edukatif Menggunakan Unity Game Engine untuk Meningkatkan Brand Image Produk Sereal Kekinian
2023,PKMK,SEWA.in: Marketplace Berbasis Web Persewaan Barang atau Jasa Kebutuhan Mahasiswa Berbasis Teknologi yang Ekonomis dan Praktis
2023,PKMK,Alat Bantu Jalan Tunanetra Berbasis Teknologi Head Related Transfer Function Menggunakan Machine Learning dengan Sensor Lidar dan IoT
2023,PKMK,Automatic Flat Tire Detection dengan Metode Convolutional Neural Network sebagai Upaya Meminimalisasi Kecelakaan Akibat Tekanan Ban di Jalan Tol
2023,PKMK,Eco Trash Trap Berbasis Micro Hydro Turbin dan Panel Surya Sebagai Upaya Penanggulangan Banjir Akibat Timbulan Sampah di Sungai.
2023,PKMK,"Fish Race Trapping Boat Berbasis Artificial Intelligence of Things (AIoT) Guna Meningkatkan Produktivitas Hasil Tangkapan, Efisiensi Waktu dan bahan bakar"
2023,PKMK,Floating Garbage Power Plant Menggunakan Generator Termoelektrik melalui Konveksi Kalor Air Sungai dan Adsorbsi Asap Kombinasi Adsorben dalam Percepatan PLTSa
2023,PKMK,Forest Fortress: Pendeteksi Dini Pembalakan Liar dan Kebakaran Hutan Berbasis Machine Learning sebagai Upaya Penurunan Laju Deforestasi
2023,PKMK,Inovasi Tungku Pembakaran Sampah Net Zero Emission Mandiri Energi Penghasil Listrik dan Material Kontruksi Terintegrasi Sensor MQ135 serta Busur Listrik
2023,PKMK,Multi-Purpose Modular Data Collector Berbasis UAV Guna Observasi Dibawah Permukaan Air Bagi Fisheries Researchers
2023,PKMK,Optimasi Warehouse Automated Guided Vehicle Dengan Navigasi Berbasis Indoor Positioning System Dan Algoritma Artificial Intelligence sebagai Peningkat Efisiensi Pergudangan Industri
2023,PKMK,Rompi Airbag Pelindung Lansia Dari Potensi Bahaya Jatuh Dengan Penerapan Iot Berbasis Website JASPRO (Jacket Assistant Project)
2023,PKMK,Water Curing Controller Sebagai Sistem Pengontrol Kelembaban Beton Berbasis Internet of Things
2023,PKMPM,BUMI: Buku Mitigasi dan Peta Jalur Evakuasi Bencana Banjir di Kelurahan Mangunharjo Berbasis Sistwm Informasi Geografis Metode Least Cost Path
2023,PKMPM,Diseminasi Kepedulian Lingkungan Pesisir Melalui Video Edukasi dan Buku Saku dengan Augmented Reality Technology di SDN 04 Kemijen
2023,PKMPM,Edukasi Humanitarian Logistic Sebagai Upaya Meningkatkan Kesadaran Masyarakat Rawan Bencana Banjir di Tambakrejo
2023,PKMPM,Inovasi Permainan Kartu Memori Interaktif sebagai Edukasi Mekanisme Pertahanan Diri dan Gangguan Kesehatan Mental Pada Remaja Panti Asuhan Aisyiah Kudus
2023,PKMPM,Pelatihan Inovasi Makanan Berbasis Potensi Lokal Ikan pada Kader Posyandu Kelurahan Tanjung Mas Semarang sebagai Solusi Menurunkan Kasus Balita Stunting
2023,PKMPM,Pelatihan Keterampilan Penyandang Disabilitas Melalui Teknik Budidaya Microgreens Berbasis Urban Agriculture di Roemah Difabel Kota Semarang
2023,PKMPM,Pemanfaatan Alat Musik Kalimba Dalam Upaya Meningkatkan Optimisme Dan Harapan Hidup Pada Lansia Di RPSLU Wening Wardoyo
2023,PKMPM,Pemberdayaan Masyarakat Desa Meteseh Kabupaten Kendal Dalam Mengurangi Kasus Stunting Akibat Lactose Intolerance Menggunakan Project Based Learning.
2023,PKMPM,Pemberdayaan Remaja Panti Asuhan Al-Amanah Semarang Guna Mewujudkan Kemandirian Pangan Melalui Budidaya Sayuran Akuaponik Termodifikasi Berbasis Integrated Farming
2023,PKMPM,Pengembangan Kartu Asuh Berbasis Pancasila Untuk Menekan Tiger Parenting
2023,PKMRE,"Analisis Pengaruh Logam Nitrat (Cu, Bi) terhadap Karakteristik Lapisan PVA/NBT sebagai Dosimeter Radiasi pada Bidang Radiologi"
2023,PKMRE,"ANALISIS PENGARUH PEMAKAIAN CARBON NANOTUBES PADA LAPISAN KACA, SEMIKONDUKTOR, DAN KATALIS TERHADAP PERFORMA DYE-SENSITIZED SOLAR CELL"
2023,PKMRE,Analisis Perilaku Termal pada Porous Media Berdasarkan Struktur Sarang Rayap dengan Metode Elemen Hingga
2023,PKMRE,Biokonversi Glukosa Menjadi Fruktosa Melalui Glukosa Isomerase Bacillus sp. untuk Produksi High Fructose Syrup Berbahan Sekam Padi
2023,PKMRE,Efektivitas Albumin Ikan Gabus dan Karagenan Eucheuma cottonii dalam Pembuatan Salep untuk Penyembuhan Luka Terbuka: In Vitro dan In Vivo.
2023,PKMRE,Eksplorasi Bakteri Simbion Kerang Hijau (Perna viridis) Pesisir Utara Jawa dengan Potensi Bioakumulasi Cemaran Timbal sebagai Upaya Bioremediasi Perairan Laut
2023,PKMRE,Fabrikasi dan Modifikasi Membran Ultrafiltrasi PVDF Ter-blending TiO2/GA untuk Pemisahan Minyak dalam Limbah Cair Industri Kelapa Sawit
2023,PKMRE,FAST-GREEN SYNTHESIS CARBON QUANTUM DOTS TERENKAPSULASI KITOSAN DAN TERPASIVASI ETILENDIAMINA SEBAGAI AGEN ANTIMIKROBA
2023,PKMRE,Formulasi Susu Bekatul dan Kacang Hijau dengan Fortifikasi Biji Labu Kuning sebagai Alternatif Food Booster bagi Anak Picky Eater
2023,PKMRE,Fortifikasi Daun Kersen sebagai Antibakteri dan Antioksidan dalam Pembuatan Edible Film Berbasis Biji Selasih Termodifikasi Sorbitol Melalui Metode Crosslink
2023,PKMRE,Industrialisasi Purified Protein Zein dari Corn Silk sebagai Emulsifier Unggulan Nasional
2023,PKMRE,Inovasi Komposit dari Biochar Bambu Terimpregnasi TiO2-Cu sebagai Adsorben Fotokatalitik untuk Mengurai Cemaran Limbah Fenol dari Industri Tenun Troso Jepara
2023,PKMRE,Inovasi Membran Ultrafiltrasi PVDF/DMAc Termodifikasi Covalent Organic Framework dan Nanopartikel Ag/Cu dalam Aplikasi Pengolahan Limbah Cair Industri Farmasi
2023,PKMRE,Inovasi Minuman Berbasis Carbohydrate Gel—Omega 3 Fatty Acid Enrinched Terinkorporasi Sodium Bikarbonat Terhadap Penurunan Indeks Kelelahan Otot Atlet Sepakbola
2023,PKMRE,Kombinasi Logam Ni dengan Hidroksiapatit dari Cangkang Telur Ayam sebagai Katalisator Proses Single-Step Deoxygenation-Cracking Minyak Jelantah Menjadi Bioavtur
2023,PKMRE,Komposit Polyester yang Diperkuat Fiberglass Termodifikasi dengan Silika Geothermal Sludge sebagai solusi pelapisan lambung kapal kayu
2023,PKMRE,Modifikasi Bioadsorben Berbasis Limbah Ampas Tebu dengan Iron(III) Oxide-Hydroxide untuk Degradasi Timbal (Pb) pada Limbah Cair Industri Pulp dan Kertas
2023,PKMRE,Nanoemulsi ekstrak buah parijoto (Medinilla speciosa) sebagai antidiabetes pada sediaan microneedle transdermal patch
2023,PKMRE,"Optimasi Dye-Sensitized Solar Cells berbasis Kubis Merah, Daun Jati, dan Triphenylamine dengan Dopant Magnesium sebagai Sarana Peningkatan Aksesibilitas Energi Surya"
2023,PKMRE,Optimasi Produksi Bioetanol melalui Separated Hidrolysis Fermentation dari Pati Singkong Karet (Manihot glaziovii) dengan Penambahan Ion Mineral K+ dan Mg2+
2023,PKMRE,Pemanfaatan Gelombang Elektromagnetik dalam Pre-Treatment Limbah Masker menjadi Bioetanol dengan Katalis Aspergillus Niger
2023,PKMRE,Pemanfaatan Limbah Ban Bekas untuk Sintesis Nanokomposit MnO2/C dengan Metode Hidrotermal sebagai Material Superkapasitor Berdensitas Tinggi
2023,PKMRE,PEMANFAATAN LIMBAH GEOTHERMAL SEBAGAI SUMBER BERKELANJUTAN PEMBUATAN NANOSILIKA MENGGUNAKAN METODE GERUS BASAH UNTUK MENGATASI LEACHING UNSUR HARA SILIKA TANAMAN PADI
2023,PKMRE,Pemanfaatan Limbah Jerami Menjadi Material Elektroda AC/MnO2 dan Elektrolit Hidrogel Selulosa untuk Aplikasi Zinc Ion Battery yang Ramah Lingkungan
2023,PKMRE,Pemanfaatan Pandan Laut (Pandanus tectorius) dalam Enkapsulasi Tersalut Gelatin Tulang Ikan Nila dan Guar Gum sebagai Sumber Karotenoid Esensial
2023,PKMRE,Pembersihan Membran Reverse Osmosis dengan Metode Induksi Ultrasound dalam Upaya Memperpanjang Masa Pakai Membran
2023,PKMRE,Pembuatan Cation Exchange Membrane dari Sintesis PEG-AgGo sebagai Zat Aditif untuk Meningkatkan Antifoulling dan Antibacterial
2023,PKMRE,Pembuatan Membran Tight-Ultrafiltrasi dengan Memadukan Aditif ZIF-8/Gipsum untuk Meningkatkan Penghilangan Zat Warna Organik
2023,PKMRE,Pengaruh Penyangga γ-Al2O3 dan Kaolin pada Katalis Ni Co terhadap Karakteristik dan Performa Katalis pada Hydrocracking Minyak Sawit Menjadi Biofuels
2023,PKMRE,Pengembangan Membran UP010 Terlapisi Gipsum Crosslink Kitosan Sebagai Penghilang Amonia pada Budidaya Udang Vannamei
2023,PKMRE,Pengembangan Nanofiber Selulosa Termodifikasi Silika Hidrofobik Sebagai Material Membran dalam Menurunkan Impuritas Gliserol pada Biodiesel
2023,PKMRE,Pengurangan Gas Buang Karbon Monoksida (CO) dan Karbon Dioksida (CO2) pada Kendaraan Bermotor Menggunakan Silika Mesopori Termodifikasi
2023,PKMRE,PENINGKATAN PERFORMA MEMBRAN ULTRAFILTRASI PES/GIPSUM DENGAN METODE UV CROSSLINKING UNTUK MENGHILANGKAN WARNA PADA LIMBAH CAIR TEKSTIL
2023,PKMRE,Potensi Antikanker Green Synthesis Zinc Oxide Nanoparticle Ekstrak Euphol Tanaman Tikel Balung (Euphorbia tirucalli L) terhadap Sel Kanker Paru A549
2023,PKMRE,Potensi Efek Sedatif Kangkung Air (Ipomoea Aquatica) Terenkapsulasi Nanokitosan dalam Bentuk Permen Jelly Antidepressant
2023,PKMRE,Potensi Pemanfaatan Cangkang Keong Mas Dan Batang Pohon Pisang Kepok Sebagai Bahan Pembuatan Plastik Biodegradable Antibakteri Berbasis Antioksidan Buah Parijoto
2023,PKMRE,Pupuk Nano Enkapsulasi Silika-Kitosan Dengan Memanfaatkan Abu Sekam Padi Sebagai Sumber Silika Untuk Meningkatkan Pertumbuhan Dan Resistivitas Tanaman
2023,PKMRE,Rekayasa Pembuatan Herbisida Lepas Lambat (Slow-Release Herbicide) Berbantukan Silika Mesopori Termodifikasi Sebagai Media Pembawa
2023,PKMRE,Rekonstruksi Beras Menir Terfortifikasi Kalsium Tulang Sotong dengan Teknologi Ekstrusi Panas untuk Peningkatan Gizi Masyarakat
2023,PKMRE,SINTESIS DAN KARAKTERISASI GRAFENA OKSIDA DARI LIMBAH TEMPURUNG KELAPA TERTAUT NANOKOMPOSIT FE3O4 SEBAGAI ADSORBEN LOGAM CU PADA PERAIRAN
2023,PKMRE,Sintesis dan Karakterisasi Nanomaterial Janus SiO2 Amfifilik dari Limbah Geothermal sebagai Material Enhanced Oil Recovery (EOR)
2023,PKMRE,SINTESIS DAN KARAKTERISASI SOLID POLYMER ELECTROLYTE (SPE) BERBASIS NANOFIBER SELULOSA UNTUK MENUNJANG BATERAI LITIUM BERDENSITAS TINGGI DAN RAMAH LINGKUNGAN
2023,PKMRE,Sintesis Dan Uji In Vivo Spray Hidrogel Photocrosslink Ekstrak Daun Sidaguri Dengan Induksi Cahaya Tampak Pada Terapi Luka Diabetes
2023,PKMRE,Sintesis Karbon Aktif Berbahan Dasar Styrofoam sebagai Ekstraktor Elektron dan Anti Reflektan untuk Modifikasi Sel Fotovoltaik Berbasis Cu/p-CuSCN/n-Cu2O Quantum Dot/ITO
2023,PKMRE,Sintesis Nanopartikel Carbon Menggunakan Metode Laser Ablation Variasi Konsentrasi Medium Sebagai Material Fotodegradasi Zat Warna Methylene Blue
2023,PKMRE,Sintesis Nanopartikel Ekstrak Rebung Bambu Apus (Gigantochloa apus) Terenkapsulasi dengan Metode Gelasi Ionic sebagai Agen Acne Back Spray
2023,PKMRE,Sintesis Phase Change Material Terenkapsulais TiO2-Biochar Sekam Padi untuk Aplikasi Penyimpanan Buah dan Sayur
2023,PKMRSH,ANALISIS PENGARUH REKAYASA SOSIAL PADA TRANSPARANSI POLITIK ANGGARAN KEBIJAKAN TERHADAP PEMAHAMAN LITERASI KEUANGAN MASYARAKAT MISKIN DI KECAMATAN REMBANG
2023,PKMRSH,DETERMINAN PERILAKU INVESTOR DALAM INVESTASI GREEN SUKUK BERBASIS PLATFORM DIGITAL BANKING SYARIAH INDONESIA MENUJU SUSTAINABLE FINANCE ASEAN SUMMIT 2023
2023,PKMRSH,Jaga Satru: Menelisik Filosofi Awig-Awig Desa Tenganan Pegringsingan sebagai Model Implementasi Pelestarian Lingkungan Hidup Berkelanjutan Berbasis Kearifan Lokal
2023,PKMRSH,Kebudayaan dalam persimpangan: Kajian Keberlanjutan Sistemik Dalam Konteks Antroposen Pada Komunitas Nelayan Tambak Lorok Semarang
2023,PKMRSH,"Memayu Hayuning Bawana: Sedekah Gunung Merapi sebagai Mitigasi Bencana dalam Ketahanan Pangan Masyarakat Desa Lencoh, Selo, Boyolali Berbasis Local Wisdom"
2023,PKMRSH,Menelisik Fakta Kepercayaan Masyarakat Kecamatan Pati terhadap Tradisi Pembangunan Rumah Berdasarkan Perhitungan Hari Baik Kalender Jawa pada Era Modern
2023,PKMRSH,Meninjau Eksistensi Kebijakan Pemerintah Terhadap Kerentanan Cyber Child Grooming
2023,PKMRSH,Preventing Cyber Child Grooming: Meninjau Eksistensi Pola Asuh Keluarga Terhadap Kerentanan Eksploitasi Seksual Remaja
2023,PKMRSH,Psikoedukasi Empati “Tepa Slira” Sebagai Upaya Pencegahan Perilaku Bullying Pada Anak Sejak Early Childhood
2023,PKMVGK,"""Nirwana Atma"": Smart Building Lokalitas Kebudayaan pada Pusat Rehabilitasi Narkoba di Semarang Berkonsep Healing Environment guna Meningkatkan Kesejahteraan Psikologis Residen"
2023,PKMVGK,Cermin Ajaib: Revitalisasi Peran Perpustakaan Melalui Teknologi Berbasis Artificial Intelligence Sebagai Upaya Memerangi Hoaks
2023,PKMVGK,Nomad's Port Development: Konsep Pelabuhan sebagai Starting Point Open Trip Tourism guna Terciptanya Dialog Budaya Nusantara Orang Suku Laut
2023,PKMVGK,Smart Power BUMDes Sebagai Sistem Integrasi Pengelolaan Bioenergi Melalui Collaborative Local Business Guna Mewujudkan Desa Berenergi Bersih dan Terbarukan
2023,PKMK,"""Breath.in"" Diffuser Aromaterapi Black Pepper and Various Oil sebagai Solusi Pencegahan Penyalahgunaan Narkotika serta Pengurangan Ketergantungan Nikotin Berbasis IoT"
2023,PKMK,Cat Medicine Capsule Sebagai Inovasi Kapsul Obat Untuk Mempermudah Pemberian Obat Solid Pada Kucing
2023,PKMK,Clitosa Roll : Inovasi Egg roll Citarasa Buah Lokal dengan Pewarna Alami Bunga Telang dan Kayu Secang sebagai Sumber Antioksidan
2023,PKMK,Cymnar Amos: Anti Nyamuk Elektrik Aromaterapi Serai Wangi berbasis Internet of Things with ultrasonic Pencegah Demam Berdarah dilengkapi Sensor Ruangan
2023,PKMK,"Ferrumium : Kreasi Miniatur Robot dari Limbah Korek Api Gas, Botol, dan Kayu Menjadi Action Figure yang Terintegrasi dengan Augemented Reality"
2023,PKMK,FOCO Keanekaragaman Tumbuhan Hutan Indonesia sebagai Media Stress Relief yang Edukatif
2023,PKMK,FUND CAPITAL: Inovasi Mainan Edukasi Sebagai Upaya Peningkatan Literasi Keuangan Pada Anak
2023,PKMK,"GAMA ORGANIC (Green and Magic Organic Fertilizer): Inovasi Kalsium Cangkang Telur, Air Leri, dan Kulit Bawang untuk Penunjang Plants Health"
2023,PKMK,Herbaseed: Sarana Edukasi Tanaman Herbal Melalui Kit Berkebun Praktis berbasis Website dan Voice Over sebagai Upaya Penguatan Kesehatan Keluarga Indonesia
2023,PKMK,Ipotoria: Smart Packaging Berbasis Colorimetric Film Ubi Ungu (Ipomoea batatas) dan Bunga Telang (Clitoria ternatea) sebagai Monitor Kesegaran Bahan Makanan
2023,PKMK,J-Forces: Inovasi Jaket Pengaman Kecelakaan Roda Dua dengan Air Cushion Restraint Safety BIMA ADITIYA PUTRA
2023,PKMK,MAHEZZA: MENTAL HEALTH PUZZLE GAME Inovasi Permainan Psikoedukasi Kesehatan Mental Anak yang Terintegrasi dengan Mobile Application
2023,PKMK,"Mandira Brick, Mainan Bongkar Susun Sebagai Sarana Edukasi Pelestarian Cagar Budaya, Seni Arsitektur, Dan Teknik Konstruksi Candi-Candi Di Indonesia"
2023,PKMK,Meningkatkan Konsumsi Serat pada Masyarakat dengan Konsumsi Es Krim Tinggi Serat FICECREAM
2023,PKMK,"Mosaic: Mouthwash Organic Berbahan Daun Sukun Sebagai Pencegah Karies Gigi Remaja dengan Kemasan Recycled PET dalam Mendukung ""Green Technology"""
2023,PKMK,MOTT (Moss In The Tube) Sebagai Inovasi Air Purifier Berbasis Mekanisme Hutan Mini
2023,PKMK,Muncerez: Sereal Lokal Daun Kersen dengan Susu Pegagan Sebagai Alternatif Makanan Sehat dan Praktis dalam Upaya Pengendalian Stress
2023,PKMK,Paper GenB : Biodegradable Paper Detergent dari Belimbing Wuluh Terintegrasi Website Edukasi 3 in 1 Sebagai Produk Eco-Friendly
2023,PKMK,POTANDA: Inovasi Monopoli sebagai Game Learning Akuntansi Pemerintah Daerah Berbasis QR Code dan Augmented Reality
2023,PKMK,PULIH sebagai Buku Interaktif yang Dilengkapi dengan Aplikasi Ponsel guna Meningkatkan Kualitas Kesehatan Mental melalui Promosi Strategi Koping Adaptif
2023,PKMK,Rimbakara: Buku Interaktif dengan Virtual Influencer sebagai Media Pengembangan Rasa Empati Anak Usia Dini terhadap Ancaman Kepunahan Satwa Endemik Indonesia
2023,PKMK,SAE Fruit Leather: Pangan Fungsional untuk Indonesia Emas 2045
2023,PKMK,SAMRIC FLOSS: Pemanfaatan Kokon Ulat Sutera Samia Ricini Sebagai Alat Pembersih Gigi Ramah Lingkungan untuk Menjaga Gigi dari Periodontitisa
2023,PKMK,Sengkala: Permainan Papan Berbasis Peran untuk Meningkatkan Pemahaman Kearifan Lokal dan Perkembangan Sosio-emosional pada Remaja
2023,PKMK,SIMAGEN: Suplemen Imunomodulator Optimasi Vaksinasi dan Promotor Kesehatan untuk Sapi Ternak dalam Upaya Penanggulangan PMK
2023,PKMK,Studying Organic Synthesis with Domino Card : Inovasi Media Pembelajaran Sintesis Senyawa Organik Berbasis Augmented Reality dan Voice Over
2023,PKMK,Super Science Kit Usaha Produksi Peralatan Praktikum Fisika untuk Menunjang Merdeka Belajar
2023,PKMK,Tamarinda Balm: Inovasi Pertolongan Pertama pada Luka dengan Penanganan yang Tepat dan Cepat
2023,PKMK,Timbang Guwang Chair from Disposable Mask
2023,PKMK,ToosT Effervescent: Suplemen Organik Solusi Pemulihan Exercise Induced Muscle Damage (EIMD) yang Cepat dan Aman Bagi Fitness Enthusiast
2023,PKMK,Tour de Lab: Smartbook Pengenalan Alat Laboratorium Berbasis Augmented Reality dan Voice Over
2023,PKMK,"Vernal: Integrated Smart Vertical Hidroponic Farming, Sebagai Upaya Perwujudan Decentralized Farming di Indonesia"
2023,PKMK,Vertipond The Future of Aquaculture
2023,PKMK,"Wastbriq: Inovasi Briket dari Limbah Ampas Kopi, Tempurung Kelapa, dan Sekam Padi sebagai Upaya dalam Mendukung ""Zero Waste"""
2023,PKMK,"""Finger Sense"" Sistem Monitoring Glukosa Darah, Kolesterol, Asam Urat, Hemoglobin, dan Saturasi Oksigen Noninvasif berbasis Near-infrared"
2023,PKMK,“Sleep-Proof Bracelet” Sistem Peringatan Dini Bahaya Berkendara Akibat Kantuk Berbasis Artificial Intelligence untuk Mendukung Indonesia Zero Accident
2023,PKMK,Aplikasi mobile pendeteksi penyakit tubuh melalui iris mata
2023,PKMK,Blindease Kit for Home Toilet : Inovasi Pendamping Disabilitas Netra dalam Penggunaan Toilet Berbasis Computer Vision dan Internet of Things.
2023,PKMK,BuBoost: Peningkat Produktivitas Budidaya Perikanan dengan Metode Microbubble Booster Terintegrasi Internet of Things dengan Prediksi Manajemen Kolam Berbasis Machine Learning
2023,PKMK,Buoy-Watch: Alarm Deteksi Dini Rip Current pada Pesisir Pantai Berbasis Computer Vision sebagai Pengawas Keselamatan Pantai
2023,PKMK,"CAPTURE (Carbon Abatement, Performance Tracking, and Utilization with Real-time Evaluation): Teknologi Penyerap Karbon Terintegrasi Secara Realtime Monitoring Berbasis Sensor Cerdas"
2023,PKMK,CarbonMath: Teknologi 2 in 1 Penghitung Simpanan Karbon Pohon yang Terintegrasi dengan Smart Calculator Carbon Berbasis Computer Vision
2023,PKMK,CARVIMON: Alat Pemantau Elektrokardiogram dan Tanda Vital Secara Real-Time Terintegrasi dengan IoT dan Mobile Application untuk Evaluasi Pasien Jarak Jauh
2023,PKMK,Cegah Kejang Sebelum Terserang! Antisipasi Epilepsi dengan Perlindungan Avolepsy: Detektor Epilepsi dengan Implementasi Teknologi Neural Network yang Terintegrasi Mobile Apps
2023,PKMK,Cyclezzz: Deep Sleep Detector with Alarm Cycle Berbasis Sensor Photoplethysmography Terintegrasi Smartphone untuk Peningkatan Kualitas Tidur
2023,PKMK,DetectSweet 1.0: Alat Deteksi Kadar Gula dengan Prinsip Indeks Bias Berbasis Mobile Apps
2023,PKMK,ESDS: Alat Deteksi Dini Stunting Berbasis Artificial Intelligence Terintegrasi Sistem Informasi dan Aplikasi Smartphone Guna Mewujudkan Generasi Emas Indonesia 2045
2023,PKMK,Geographical Landslide Early Warning System: Sistem Peringatan Dini Longsor Skala Detail Berbasis GIS dan Real-Time Modeling
2023,PKMK,Hematofy : Alat Identifikasi Golongan Darah dengan Pendekatan Spektrofotometri dan Machine Learning Terintegrasi Internet of Things dan Aplikasi Mobile
2023,PKMK,Herbacare : Inovasi Aplikasi Satu Pintu Pengobatan Alternatif berbasis Tanaman Herbal sebagai Penguat Arsitektur Kesehatan Keluarga Indonesia
2023,PKMK,Hybrid Portable Fuel Cell melalui Fabrikasi Limbah Styrofoam Terintegrasi Machine Learning dan Artificial Neural Network (ANN) sebagai Revitalisasi Renewable Energy
2023,PKMK,Inovasi Kandang Ayam Portable Berbasis IOT Terintegrasi Android untuk Controlling dan Monitoring Guna Optimalisasi Lahan Sempit
2023,PKMK,MW-Car: Sistem Remote Monitoring untuk Pasien Penyakit Kardiovaskular Berbasis Internet of Things
2023,PKMK,Narapond: Smart Vertical Pond sebagai Inovasi Budidaya Perikanan di Lahan Sempit Terintegrasi Internet of Things dan Fuzzy Logic Controller
2023,PKMK,Pengembangan Sistem Layanan Medis dan IoT Monitoring pada Pasien di Rumah Sakit dengan Hospital Smart System (HOST)
2023,PKMK,"Perancangan Instrumen spektroskopi Berbasis Internet of Things untuk Mengukur Tingkat Kemanisan, Keasaman, dan Kadar Air Buah Tomat"
2023,PKMK,PreciAIs : Pemanfaatan Artificial Intelligence untuk Pertanian Hortikultura yang presisi
2023,PKMK,Quadcopter Sebagai Pendeteksi Korban Bencana Alam yang terintegrasi dengan Citra Berbasis Machine Learning
2023,PKMK,Saveforest.ai: Monitoring and Extinguishing Land Forest Fires with E-Nose-Based UAVs and Machine Learning
2023,PKMK,Sistem IoT Pemantauan Manula dengan Pengolahan Data Deret-Waktu Prediktif dan Fusi Multisensor
2023,PKMK,Sistem Pengelolaan Sampah B3 Berbasis IoT dengan Sensor Strain Gauge dan Ultrasonik yang Terintegrasi Machine Learning dan GIS secara Realtime
2023,PKMK,S-Navigaret : Semi Autonomous Lifebuoy Penyelamat Korban Tenggelam
2023,PKMK,STULYZE: Alat dan Mobile Application untuk Deteksi Dini Stunting Berbasis Load Cell dan Sensor Ultrasonik Terintegrasi IoT
2023,PKMK,SugarSense Urine Vision: Urinoar pendeteksi glukosa menggunakan computer vision sebagai peringatan dini diabetes
2023,PKMK,Trash-edu : Bank Tekstur Sampah Berbasis Teknologi Sebagai Media Edukasi Penanggulangan Darurat Sampah Pada Anak Disabilitas dan Autis
2023,PKMK,Vi-Ca: alat pendeteksi obat secara real-time berbasis algoritma Deep Learning YOLOv7 dan Tesseract-OCR untuk penyandang tunanetra dengan pengeluaran suara
2023,PKMK,WENINGS (Warfare Monitoring System) - Teknologi Sistem Pemantuan Digital Guna Meningkatkan Efektivitas dan Keamanan Operasi Militer
2023,PKMK,ADEM: Smart Sprinkle Berbasis Internet of Things Pencegah Heat Stress Pada Ayam
2023,PKMK,Alat Pakan Ayam Pintar yang Terintegrasi oleh Smartphone untuk Peternakan Ayam Berskala Kecil
2023,PKMK,Anjungan Sepeda Mandiri: Otomasi Pemantauan Lalu-lintas sepeda dengan sistem RFID-IoT dilengkapi dengan sensor kualitas udara sekaligus pelacak sepeda
2023,PKMK,Automatic Comfort Jacket With Temperature Adjusting Cooling and Heating Systems
2023,PKMK,Automatic Composter Berbasis Aerobik Terintegrasi Arduino UNO Sebagai Upaya Meningkatkan Kualitas Hasil Produksi Pupuk Cair
2023,PKMK,Automatic Roof Integrated With Rain Detection and Light Dependent Resistor Sensor With Monitoring via Gadget Based on Wifi
2023,PKMK,Ci-TheRay: Asbak Multi Fungsi Sebagai Pengolah Residu Rokok dan Terapi Efek Jera untuk Mengurangi Kecanduan Merokok
2023,PKMK,Inovasi Bioselulosa Hasil Simbiosis Kultur Bakteri dan Ragi Sebagai Material Leather yang Ramah Lingkungan dan Berkelanjutan
2023,PKMK,Inovasi Teknologi Filtrasi Guna Mengurangi dan Mendeteksi kandungan Zat Besi Pada Air Tanah Berbasis IoT
2023,PKMK,My Heavy Equipment: Aplikasi Indentification and Record Detection Terintegrasi Barcode Berbasis Internet of Things
2023,PKMK,Robot Amphibi Trash Sweeper
2023,PKMK,Smart Mitigation Landslide Application and Early Warning System using IoT based Arduino and Firebase
2023,PKMK,Toya Wening Alat Pemanfaatan Air Hujan Berbasis Rain Water Harvesting and Water Electrolysis System untuk Mengoptimalkan Kebutuhan Air Layak Minum
2023,PKMPI,Alat Pengasapan Lele dengan Teknologi Distilasi Bertingkat sebagai Perbaikan Produksi yang Ramah Lingkungan Pada Pokdakan Wono Mina Sari
2023,PKMPI,GAMATEA : “Implementasi Alat Pemotong Daun Teh Otomatis Guna Mengurangi Risiko Penyakit Low Back Pain Pada Pekerja Pemetik Daun Teh”
2023,PKMPI,Implementasi Artifficial Intelligence dan Augmented Reality untuk Efektivitas Screening serta Monitoring Pasien Anak di RSGM Prof. Soedomo UGM
2023,PKMPI,Implementasi Alat AMoFeeD pada Peternakan SY di Gunung Kelir Kecamatan Pleret Kabupaten Bantul DIY
2023,PKMPI,Inovasi Teknologi Pengusir Hama Padi dari Limbah Residu dengan Sumber Energi Panel Surya di Kelompok Tani Sengir Desa Sumberharjo Yogyakarta
2023,PKMPI,"Integrated Farming: Penanaman Rumput dan Penggunaan Mesin Pencacah untuk Fermentasi Pakan Berkualitas di Kelompok Ternak Sarono Mulyo, Pakem, Sleman"
2023,PKMPI,"Integrated Smart Vertical Hidroponic Farming untuk Meningkatkan Produktivitas Kelompok Wanita Tani Tuwuh Makmur di Padukuhan Santren, Kelurahan Caturtunggal, Kabupaten Sleman"
2023,PKMPI,"Penerapan Granular Fertilizer Machine dan Urine Fermented Berbasis Smart System Guna Pengembangan Potensi Pembuatan Slow Release Fertilizer dan Bio-Urine, Sleman"
